unit_id	headword	audit_status	german_source	german_locator	english_source	english_locator	persian_source	persian_locator	correction_or_note
MEN-A1-00043	bummeln	CORRECTED_VERIFIED	duden_online	https://www.duden.de/rechtschreibung/bummeln	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/bummeln	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/bummeln	Corrected Perfekt for strolling/browsing sense from hat gebummelt to ist gebummelt; Duden distinguishes this from the 'loaf/work slowly' sense.
MEN-A1-00044	wandern	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/wandern	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/wandern	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/wandern	Hiking/walking sense and sein auxiliary checked; Persian hiking sense explicitly attested.
MEN-A1-00045	tanzen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/tanzen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/tanzen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/tanzen	Live three-layer evidence matched canonical sense.
MEN-A1-00046	können	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/koennen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/koennen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/koennen	Modal ability sense checked.
MEN-A1-00047	rauchen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/rauchen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/rauchen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/rauchen	Live three-layer evidence matched canonical sense.
MEN-A1-00048	verwenden	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/verwenden	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/verwenden	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/verwenden	Live three-layer evidence matched canonical sense.
MEN-A1-00049	sich bedanken	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/bedanken	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/bedanken	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/bedanken	Reflexive thanking sense checked.
MEN-A1-00050	chatten	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/chatten	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/chatten	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/chatten	Internet chat sense and gechattet morphology checked.
MEN-A1-00051	sehen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/sehen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/sehen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/sehen	Live three-layer evidence matched canonical sense.
MEN-A1-00052	nach jdm./etw. sehen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/sehen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/sehen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/nachsehen	nach jemandem/etwas sehen = look after/see to; Persian checking/looking-after wording cross-checked.
MEN-A1-00053	wissen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/wissen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/wissen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/wissen	Live three-layer evidence matched canonical sense.
MEN-A1-00054	von etw. wissen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/wissen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/wissen	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/wissen	von etwas wissen = know about/of; Persian خبر/اطلاع داشتن and davon wusste ich nichts explicitly attested.
MEN-A1-00055	absagen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/absagen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/absagen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/absagen	Live three-layer evidence matched canonical sense.
MEN-A1-00056	betreffen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/betreffen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/betreffen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/betreffen	Live three-layer evidence matched canonical sense.
MEN-A1-00057	vorschlagen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/vorschlagen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/vorschlagen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/vorschlagen	Live three-layer evidence matched canonical sense.
MEN-A1-00058	tauschen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/tauschen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/tauschen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/tauschen	General exchange/swap sense checked.
MEN-A1-00059	etw. gegen etw. tauschen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/tauschen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/tauschen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/tauschen	etwas gegen etwas tauschen explicitly attested by Duden and German-English evidence; Persian مبادله/عوض کردن matches.
MEN-A1-00060	korrigieren	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/korrigieren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/korrigieren	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/korrigieren	Live three-layer evidence matched canonical sense.
MEN-A1-00061	essen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/essen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/essen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/essen	Live three-layer evidence matched canonical sense.
MEN-A1-00062	mögen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/moegen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/moegen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/moegen	Like/preference sense checked.
MEN-A1-00063	trinken	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/trinken	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/trinken	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/trinken	Live three-layer evidence matched canonical sense.
MEN-A1-00064	auf jdn./etw. trinken	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/trinken	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/trinken	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/trinken	auf jemanden/etwas trinken = drink/toast to; Persian به سلامتی ... نوشیدن checked.
MEN-A1-00065	kennen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/kennen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/kennen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/kennen	Live three-layer evidence matched canonical sense.
MEN-A1-00066	kennenlernen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/kennenlernen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/kennenlernen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/kennenlernen	Live three-layer evidence matched canonical sense.
MEN-A1-00067	sich kennenlernen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/kennenlernen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/kennenlernen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/kennenlernen	Mutual get-to-know construction checked.
MEN-A1-00068	mit jdm. verkehren	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/verkehren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/verkehren	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/verkehren	mit jemandem verkehren social-contact sense checked; excluded transport and sexual senses.
MEN-A1-00069	abfahren	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/abfahren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/abfahren	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/abfahren	Live three-layer evidence matched canonical sense.
MEN-A1-00070	abholen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/abholen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/abholen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/abholen	Live three-layer evidence matched canonical sense.
MEN-A1-00071	holen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/holen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/holen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/holen	Live three-layer evidence matched canonical sense.
MEN-A1-00072	ankommen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/ankommen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/ankommen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/ankommen	Live three-layer evidence matched canonical sense.
MEN-A1-00073	aussteigen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/aussteigen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/aussteigen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/aussteigen	Live three-layer evidence matched canonical sense.
MEN-A1-00074	einsteigen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/einsteigen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/einsteigen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/einsteigen	Live three-layer evidence matched canonical sense.
MEN-A1-00075	umsteigen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/umsteigen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/umsteigen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/umsteigen	Live three-layer evidence matched canonical sense.
MEN-A1-00076	anrufen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/anrufen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/anrufen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/anrufen	Live three-layer evidence matched canonical sense.
MEN-A1-00077	einkaufen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/einkaufen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/einkaufen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/einkaufen	Live three-layer evidence matched canonical sense.
MEN-A1-00078	fernsehen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/fernsehen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/fernsehen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/fernsehen	Live three-layer evidence matched canonical sense.
MEN-A1-00079	mitbringen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/mitbringen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/mitbringen	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/mitbringen	Bring/take along sense explicitly matched, including Persian.
MEN-A1-00080	nehmen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/nehmen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/nehmen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/nehmen	Live three-layer evidence matched canonical sense.
MEN-A1-00081	durchsagen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/durchsagen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/durchsagen	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/durchsagen	Announcement via loudspeaker/radio sense checked; Persian اعلان/به اطلاع عموم رساندن attested.
MEN-A1-00082	aus etw. schließen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/schlieszen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/schliessen	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/schliessen	Inference sense explicitly checked: daraus schließen = conclude/infer; Persian نتیجه گرفتن/استنتاج کردن attested.
MEN-A1-00083	üben	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/ueben_wiederholen_lernen_aneignen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/ueben	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/ueben	Practice/repeat-to-learn sense and hat geübt morphology checked.
MEN-A1-00084	aufräumen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/aufraeumen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/aufraeumen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/aufraeumen	Tidy-up sense checked.
MEN-A1-00085	einladen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/einladen_spendieren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/einladen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/einladen	Invite sense (not loading sense) checked against homonym-specific Duden entry.
MEN-A1-00086	jdn. zu etw. einladen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/einladen_spendieren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/einladen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/einladen	jemanden zu etwas einladen construction explicitly attested.
MEN-A1-00087	lachen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/lachen_freuen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/lachen	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/lachen	General laugh sense and hat gelacht checked.
MEN-A1-00088	über etw. lachen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/lachen_freuen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/lachen	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/lachen	über jemanden/etwas lachen explicitly attested as laugh at; Persian به/از چیزی خندیدن attested.
MEN-A1-00089	lernen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/lernen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/lernen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/lernen	Live three-layer evidence matched canonical sense.
MEN-A1-00090	reden	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/reden	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/reden	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/reden	Live three-layer evidence matched canonical sense.
MEN-A1-00091	schlafen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/schlafen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/schlafen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/schlafen	Live three-layer evidence matched canonical sense.
MEN-A1-00092	weinen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/weinen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/weinen	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/weinen	Cry/weinen sense and Persian گریه کردن explicitly checked.
MEN-A1-00093	tränen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/traenen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/traenen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/traene	tränen = eyes water; Persian gloss composed from verified Träne = اشک plus the verified German verb sense.
MEN-A1-00094	denken	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/denken	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/denken	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/denken	General think sense checked.
MEN-A1-00095	an jdn./etw. denken	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/denken	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/denken	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/denken	an jemanden/etwas denken explicitly attested as think of/remember.
MEN-A1-00096	meinen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/meinen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/meinen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/meinen	Mean/think sense checked.
MEN-A1-00097	fliegen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/fliegen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/fliegen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/fliegen	Fly/travel by air sense checked.
MEN-A1-00098	springen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/springen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/springen	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/springen	Jump/leap motion sense and sein auxiliary checked; Persian پریدن/جهیدن attested.
MEN-A1-00099	bei jdm. studieren	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/studieren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/studieren	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/studieren	bei Prof. X studieren explicitly attested as study under Professor X.
MEN-A1-00100	feiern	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/feiern	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/feiern	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/feiern	Celebrate sense checked.
MEN-A1-00101	anfangen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/anfangen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/anfangen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/anfangen	Live three-layer evidence matched canonical sense.
MEN-A1-00102	mit etw. anfangen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/anfangen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/anfangen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/anfangen	mit etwas anfangen covered by the live lexical entry.
MEN-A1-00103	aufhören	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/aufhoeren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/aufhoeren	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/aufhoeren	Stop/cease sense checked.
MEN-A1-00104	mit etw. aufhören	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/aufhoeren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/aufhoeren	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/aufhoeren	mit etwas aufhören construction checked.
MEN-A1-00105	dauern	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/dauern_waehren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/dauern	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/dauern	Duration/währen sense selected, excluding the homonymous 'leidtun' entry.
MEN-A1-00106	gefallen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/gefallen_reizen_begeistern	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/gefallen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/gefallen	Please/appeal sense and gefällt, gefiel, hat gefallen checked.
MEN-A1-00107	geben	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/geben	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/geben	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/geben	Live three-layer evidence matched canonical sense.
MEN-A1-00108	stattfinden	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/stattfinden	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/stattfinden	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/stattfinden	Live three-layer evidence matched canonical sense.
MEN-A1-00109	beschreiben	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/beschreiben	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/beschreiben	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/beschreiben	Live three-layer evidence matched canonical sense.
MEN-A1-00110	abbiegen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/abbiegen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/abbiegen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/abbiegen	Live three-layer evidence matched canonical sense.
MEN-A1-00111	weiterfahren	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/weiterfahren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/weiterfahren	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/weiterfahren	Continue journey/driving sense and ist weitergefahren checked; Persian ادامهٔ راه/سفر attested.
MEN-A1-00112	wenden	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/wenden	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/wenden	wort_ir	https://wort.app/woerterbuch/deutsch-persisch/wenden	Live three-layer evidence matched canonical sense.
MEN-A1-00113	zurückfahren	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/zurueckfahren	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/zurueckfahren	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/zurueckfahren	Return by vehicle sense checked.
MEN-A1-00114	anmachen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/anmachen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/anmachen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/anmachen	Switch-on sense checked against polysemous entry.
MEN-A1-00115	ausmachen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/ausmachen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/ausmachen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/ausmachen	Switch-off sense checked against polysemous entry.
MEN-A1-00116	einschalten	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/einschalten	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/einschalten	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/einschalten	Electrical switch-on sense checked.
MEN-A1-00117	ausschalten	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/ausschalten	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/ausschalten	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/ausschalten	Electrical switch-off sense checked.
MEN-A1-00118	stimmen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/stimmen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/stimmen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/stimmen	Correct/be-right sense checked.
MEN-A1-00119	für jdn./etw. stimmen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/stimmen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/stimmen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/stimmen	Voting sense checked for für jemanden/etwas stimmen.
MEN-A1-00120	bestimmen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/bestimmen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/bestimmen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/bestimmen	Determine/decide sense checked.
MEN-A1-00121	schauen	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/schauen	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/schauen	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/schauen	Look/watch sense checked.
MEN-A1-00122	vermieten	VERIFIED	duden_online	https://www.duden.de/rechtschreibung/vermieten	langenscheidt_de_en	https://de.langenscheidt.com/deutsch-englisch/vermieten	langenscheidt_de_fa	https://de.langenscheidt.com/deutsch-persisch/vermieten	Rent-out/let sense checked.
